LB,23,11,0.01,challenging challenge,,PASSIVE_ACCEPTED
LB,23,51,0.03,positive praise,,PASSIVE_ACCEPTED
LB,23,91,0.05,positive maintain,,PASSIVE_ACCEPTED
LB,23,131,0.07,positive maintain,,PASSIVE_ACCEPTED
LB,23,171,0.09,positive maintain,,PASSIVE_ACCEPTED
LB,23,211,0.11,positive maintain,,PASSIVE_ACCEPTED
LB,23,251,0.13,positive time,,PASSIVE_ACCEPTED
LB,23,291,0.15,positive maintain,,PASSIVE_ACCEPTED
LB,23,331,0.17,sympathetic sympathise,,PASSIVE_ACCEPTED
LB,23,371,0.19,positive praise,,PASSIVE_ACCEPTED
LB,23,411,0.21,positive praise,,PASSIVE_ACCEPTED
LB,23,451,0.23,positive praise,,PASSIVE_ACCEPTED
LB,23,491,0.25,positive praise,,PASSIVE_ACCEPTED
LB,23,531,0.27,positive praise,,PASSIVE_ACCEPTED
LB,23,571,0.29,positive praise,,PASSIVE_ACCEPTED
LB,23,611,0.31,positive praise,,PASSIVE_ACCEPTED
LB,23,651,0.33,positive praise,,PASSIVE_ACCEPTED
LB,23,691,0.35,positive praise,,PASSIVE_ACCEPTED
LB,23,731,0.37,positive praise,,PASSIVE_ACCEPTED
LB,23,771,0.39,positive praise,,PASSIVE_ACCEPTED
LB,23,811,0.41,positive praise,,PASSIVE_ACCEPTED
LB,23,851,0.43,positive humour,,PASSIVE_ACCEPTED
LB,23,891,0.46,positive humour,,PASSIVE_ACCEPTED
LB,23,931,0.48,positive praise,,PASSIVE_ACCEPTED
LB,23,971,0.50,positive praise,,PASSIVE_ACCEPTED
LB,23,"1,011",0.52,positive praise,,PASSIVE_ACCEPTED
LB,23,"1,051",0.54,positive maintain,,PASSIVE_ACCEPTED
LB,23,"1,091",0.56,positive maintain,,PASSIVE_ACCEPTED
LB,23,"1,131",0.58,positive praise,,PASSIVE_ACCEPTED
LB,23,"1,171",0.60,positive praise,,PASSIVE_ACCEPTED
LB,23,"1,211",0.62,challenging challenge,,PASSIVE_ACCEPTED
LB,23,"1,251",0.64,challenging challenge,,PASSIVE_ACCEPTED
LB,23,"1,291",0.66,challenging challenge,,PASSIVE_ACCEPTED
LB,23,"1,331",0.68,sympathetic time,,PASSIVE_ACCEPTED
LB,23,"1,371",0.70,positive time,,PASSIVE_ACCEPTED
LB,23,"1,411",0.72,positive time,,PASSIVE_ACCEPTED
LB,23,"1,451",0.74,sympathetic time,,PASSIVE_ACCEPTED
LB,23,"1,491",0.76,challenging time,,PASSIVE_ACCEPTED
LB,23,"1,531",0.78,challenging time,,PASSIVE_ACCEPTED
LB,23,"1,571",0.80,challenging time,,PASSIVE_ACCEPTED
LB,23,"1,611",0.82,positive praise,,PASSIVE_ACCEPTED
LB,23,"1,651",0.84,positive praise,,PASSIVE_ACCEPTED
LB,23,"1,678",0.86,positive walk,,PASSIVE_ACCEPTED
LB,23,"1,718",0.88,sympathetic praise,,PASSIVE_ACCEPTED
LB,23,"1,758",0.90,sympathetic praise,,PASSIVE_ACCEPTED
LB,23,"1,798",0.92,sympathetic challenge,,PASSIVE_ACCEPTED
LB,23,"1,838",0.94,positive animation,,PASSIVE_ACCEPTED
LB,23,"1,878",0.96,positive animation,,PASSIVE_ACCEPTED
LB,23,"1,918",0.98,positive animation,,PASSIVE_ACCEPTED
LB,23,"1,958",1.00,sympathetic time,,PASSIVE_ACCEPTED
