FB,f3d53b0f-e3cd-45b3-bd99-defcb8048f99,CHALLENGING,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,1.0,0.262501144409,0.00972226460775,0.749996721745,0.0,0.737500011921,0.737500011921,0.143574198087,0.6927710843373494,0.0663822,0.245864,0.5,1
FB,24d07b60-2e95-4022-ad3e-c0061b87b002,SYMPATHETIC,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,0.5,0.310833613078,0.0115123560399,0.8555658459659999,0.0,1.0,1.0,0.0954123655955,0.891566265060241,0.08863380000000001,0.0741676,0.5,1
FB,2604ef57-5a94-4197-a893-b806ab6c08de,SYMPATHETIC,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,0.5,0.326667353312,0.0120987908634,0.644449174404,0.0,1.0,1.0,0.420398898919,0.8795180722891566,0.1504634,0.312612,0.5,1
FB,32d22246-8298-4bbc-bc88-88a2831b5151,POSITIVE,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,1.0,0.52250096639,0.0193518876441,0.550003945827,0.0,0.75,0.75,0.337634102503,0.8132530120481928,0.0,0.1690654,0.5,1
FB,31754d52-dce6-4158-b9cd-edc418821dc7,CHALLENGING,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,1.0,0.640834299723,0.0237346036935,0.683326721191,0.0,0.774999976158,0.774999976158,0.212341066202,0.7831325301204819,0.138031,0.1653348,0.5,1
FB,53224a23-5335-4670-9962-cd6ef02693e8,CHALLENGING,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,1.0,0.7608344014489999,0.0281790519055,0.7833360433580001,0.0,0.774999976158,0.774999976158,0.11256736517,0.7891566265060241,0.1584004,0.222272,0.5,1
FB,8feb126e-d62e-4e95-aa19-adf346fc420a,CHALLENGING,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,1.0,0.768333536784,0.028456797658700007,0.6333527565,0.0,0.774999976158,0.774999976158,0.25423253377300004,0.8192771084337349,0.0864888,0.291486,0.5,1
FB,5dc1221e-f079-47c6-8d2d-b516b472e9a6,CHALLENGING,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,1.0,0.8866676839190001,0.032839543848900005,0.7666711807250001,0.0,0.0,0.0,0.132878184319,0.7771084337349398,0.07396799999999999,0.1397484,0.5,1
FB,f442adf7-7fe7-4db7-b479-495bbe44437b,CHALLENGING,0.8,1.0,0.5,0.86,0.86,1.0,0.79,0.75,1.0,0.899167683919,0.0333025068118,0.516671299934,0.0,0.774999976158,0.774999976158,0.391211084525,0.8253012048192772,0.0540378,0.1200022,0.5,1
JW,5d1d67e4-e472-4fa2-a2f7-bfe1b6c9e79b,CHALLENGING,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.0850013796488,0.003148199246265432,0.746849358082,0.0,0.5240885383311984,0.4375,0.120821531614,0.514705882353,0.0,0.00264866,0.5,1
JW,b955bae2-7fe5-48d9-b749-d7fdd5893442,POSITIVE,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.128334223429,0.004753119386265432,nan,0.0,0.5182022271616618,0.46250000596,0.7664734999339999,0.485294117647,0.01098722,0.08076119999999999,0.5,1
JW,bd5fce9a-7288-4830-819a-ca6b3740a6ac,CHALLENGING,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.17250141143800002,0.0063889411643827144,nan,0.0,0.5103306940232715,0.46250000596,0.796561185519,0.492647058824,0.051822400000000005,0.0,0.5,1
JW,d2e57a1a-fd92-48db-8082-a996b2e77664,CHALLENGING,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.0,0.0,0.0,0.0,0.5524434945760667,0.5,0.445858399073,0.7794117647059999,0.0,0.0,1.0,1
JW,1785a171-689c-491f-af25-5eaa50c894c0,SYMPATHETIC,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.0,0.0,0.0,0.0,0.5383095769932963,0.5,1.0,0.8455882352940001,0.0,0.0,1.0,1
JW,6455cc5c-e7f4-42b4-a6d3-bb392248690f,SYMPATHETIC,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.0,0.0,0.0,0.0,0.40499544661884335,0.375,0.308503615856,0.838235294118,0.0,0.0,1.0,1
JW,38a0782b-0ecc-4ad5-88fa-b6179b926064,CHALLENGING,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.0,0.0,0.0,0.0,0.3764117197547847,0.33750000596,0.8863010009129999,0.6985294117649999,0.0,0.0,1.0,1
JW,ff417ba7-dddd-47c3-88b3-b90d9e2057d7,CHALLENGING,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.0,0.0,0.0,0.0,0.6050429624852393,0.5,0.598488235474,0.8235294117649999,0.0,0.0,1.0,1
JW,c2ba6e8c-e49b-4df6-982d-d78c1e149b87,SYMPATHETIC,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.0,0.0,0.0,0.0,0.6004802638427466,0.5,0.230875647068,0.8455882352940001,0.0,0.0,1.0,1
JW,1b32cb3d-beea-451c-8676-a88eecd6f7fb,SYMPATHETIC,1.0,1.0,0.71,0.86,0.86,0.79,0.93,0.75,1.0,0.0,0.0,0.0,0.0,0.5991992489782418,0.5,0.322535149256,0.852941176471,0.0,0.0,1.0,1
